namec,text
depression,RT @maariaky: y_all faking depression isn_t a joke
depression,suddenly my skin is clear  my grades are high and my depression is cured https://t.co/LMA6JUE6Ea
depression,RT @DONJAZZY: Let_s not forget to pray against mass heart attack tomorrow. Depression is not our portion in Jesus name. Worldcup
depression,RT @tonyschwartz: America_s mental health is under assault. Trump sees self as nation_s victim-in-chief. Opioid use  depression  suicide  r¡¦
depression,RT @oteumestre: me and depression https://t.co/gWUYI5ATCM
depression,@205RocknGaming @FanSidedDDT @Hopstradamus It_s not being sensitive there are some topics u just can_t touch mental¡¦ https://t.co/hu3vlMg3hs
depression,go see fallen kingdom please it_ll cure your death cure depression and your iw depression
depression,RT @nahyan_holmes_: Always pray for ya girl  she battles a lot of stress  depression &amp; anxiety. she doesnt need for you to fix her. she nee¡¦
depression,RT @laurence_bowyer: Depression is the biggest killer of men over 35 so please donate to @MindCharity using this link below   https://t.co¡¦
depression,RT @kandeux:  You can_t keep doing shitty things and then feel bad about yourself like that makes it okay.  Stop justifying your shitty act¡¦
depression,NEGATIVE EXPERIENCES ONsocial media are more impactful than positive ones in determining the likelihood young adul¡¦ https://t.co/m1hyv7xvMr
depression,RT @stoned2thabones: My blunt battling my depression https://t.co/CqkiSmNntN
depression,If someone is having an anxiety attack don_t be angry at them it can lead to depression or may get even worse just comfort them
depression,Never make fun of my depression and anxiety. Just because you see other people labeled themselves to be  doesn_t me¡¦ https://t.co/2vvo1TjTXd
depression,RT @sleeplesspml: If you think Dan is using his depression to be  edgy  or as a part of his branding and him and Phil are using Phan to mak¡¦
depression,RT @sysyh_: Depression I try to make cool You hurt me  They hurt me Im sorry  im sorry  I try to be cool  You hurt me  They hurt me My feel¡¦
depression,RT @thesecret: Gratitude eliminates fear  worry  grief  and depression  and brings happiness  kindness  compassion  understanding  and peac¡¦
depression,RT @sarahabed84: Syria: Music Therapy Heals War Wounds   https://t.co/FIiuLE3u4E via @sarahabed84 musictherapy depression mentalhealth¡¦
depression,Depression-- Help Someone Recover Discover the what_s  how_s and why_s of depression. There are ways to help counte¡¦ https://t.co/z7f9kROsfI
depression,I_m a Fitness Instructor With Depression  and I Want You To Know About It: Depression doesn_t stop be from being gr¡¦ https://t.co/iJ59r8k2uR
depression,do you think its okay to be open and vocal about personal matters like depression and suicide on social media  ab¡¦ https://t.co/N5pCOd1Pih
depression,RT @KNGMusic: Lord Jesus I pray for those who are battling depression right now. Lord  help them to see the blessings that you have bestowe¡¦
depression,The definition of sports depression: Rooting for your team to sign Liangelo Ball so you can get LaVar Ball to publi¡¦ https://t.co/RsKTgBf7zG
depression,RT @markedly: Roommate: Why do you take so long in the shower  Me: BECAUSE IT ALWAYS FEELS LIKE IF I STAY IN THERE LONG ENOUGH IT WILL CURE¡¦
depression,Literally laid in the bed with this person  sat on the phone and listened to their battle with depression and share¡¦ https://t.co/cyPseAdlmK
depression,I don_t know why I_ve fallen into a state of depression lately
depression,Amazon_s fight against Seattle_s anti-homelessness initiative is perverse. The company makes billions in profits ¡¦ https://t.co/I1AxiM4vF7
depression,RT @LucatehBeast: No. Just  no. This trope needs to die. Depression stands in the way of my creativity every single day. There are no cert¡¦
depression,RT @celiabfmch: le gars il a tout fait pour surmonter sa dpression et ne pas succomber  ses envies suicidaires tout a pour se faire assa¡¦
depression,@bobservo My depression and anxiety manifests in weight GAIN.  Which furthers the depression... But glad you are in¡¦ https://t.co/20x7W3lbK2
depression,@thehill @POTUS will isolate us into an economic depression. Great plan.
depression,RT @scopicbts: Depression is: gone  @bts_twt https://t.co/3tpBjrssYc
depression,RT @hey_clarity: With personality changes  irritability  and loss of sexual desire  it_s no wonder that women can suffer with depression du¡¦
depression,@KathrynDennis thank you so much for showing the world that depression is real  hard and overwhelming.   More aware¡¦ https://t.co/pdGUW3JGWR
depression,RT @CMONPUDDlN: anxiety  stress and depression all coming back at once but i keep trying to ignore it https://t.co/qecpwpQ1dM
depression,RT @tclementsuk: Your brain on depression:  ...depression is the ultimate mind-body problem; understanding how it works could unlock the my¡¦
depression,RT @CryptoMichNL: Explanation of why we_re in depression phase and not in denial phase  fully in this chart.   $BTC BTC crypto https://t.¡¦
depression,@SpiritAvenged He said he was also gonna read random twitter news and react to stuff. You know  with his own trade¡¦ https://t.co/y3sTlZi9oC
depression,RT @Musa__Kalarawi: You_re facing depression sickness  financial issues marital problems. You make Du_ Nothing happens. You think why is H¡¦
depression,RT @Lundbeck: Did you miss out on CINP2018 Not to worry  we have gathered all the articles that the Progress in Mind Resource Center has¡¦
depression,Positive affirmations for the weekend.  depression mentalhealth addiction ptsd https://t.co/nmRZ2OTNKz
depression,Depression: Tried it all but still can_t find relief You have options. Join local research studies for access to¡¦ https://t.co/kb5tHqyHEK
depression,Clearly he is trying to put the dollar out of its misery. Good on him. Let_s get er done so we can move on. Enough¡¦ https://t.co/SmCOQy67Tx
depression,RT @DannyBMiller: Never understood mental health. Depression  anxiety  whatever. I used to see it as an excuse. But it_s really not. Good d¡¦
depression,@HopeMashozhera Follow the right handles. I hope you ain_t battling depression.
depression,RT @mahrieel: fun fact: you don_t cure depression by telling me i have nothing to be sad about
depression,RT @SpookyNeedles: White dragrace fans: - Bullied Kennedy Davenport  - Put Jasmine Masters in litteral depression - Pushed Tyra Sanchez in¡¦
depression,RT @LucatehBeast: No. Just  no. This trope needs to die. Depression stands in the way of my creativity every single day. There are no  cert¡¦
depression,Fight VeteransUnite Veterans VeteranLivesMatter amwriting RememberTheFallen IAN1 Military PTSD¡¦ https://t.co/CkEQTzwAUz
depression,RT @flairoutsold: Nia_s comment towards Alexa_s _I am enough_ tattoo regardless of if it_s kayfabe or not is still wrong considering lots o¡¦
depression,RT @curaffairs:  Amazon_s fight against Seattle_s anti-homelessness initiative is perverse. The company makes billions in profits  and pays¡¦
depression,RT @voidpqrkers: go see fallen kingdom please it_ll cure your death cure depression and your iw depression
depression,fuck depression  thanks bts
depression,RT @azhar_ridhwan: If you are feeling suicidal  please PLEASE talk to someone you can trust: Parents  close friends  significant others.  Y¡¦
depression,Depends on how you handle your depression. 
depression,Beautifully honest and personal post on depression. https://t.co/EFXLiSWsRg
depression,Interested in our future plans Come &amp; hear Prof.Paul McCrone on the 29th June: https://t.co/hqA23eLFAo Paul_s othe¡¦ https://t.co/znb87LG8SZ
depression,RT @mysteriousfact: Positive thinking can actually help increase your lifespan  strengthen your immune system and lower rates of depression.
depression,@erna_unplugged @masulemi Jepp so ist die Depression eben. Wie Buddha selbst.
depression,@azhar_ridhwan Haah aku mute nama azhar. Lol. Jk. Betul. Cuma aku rasa kan  not everyone is a good listener. Start¡¦ https://t.co/vWUNZCgg0v
depression,RT @BC2M:  Manic episodes are very challenging to get under control  and in my experience  intense moments of mania are often followed by a¡¦
depression,RT @amir_aderers: For those yang cakap haritu. Hanya orang tak kuat iman je kena depression  ni. Haa nah. Hadamkan. Tanam lumat2 dalam otak¡¦
depression,RT @TheCryptomist: Hitting the lower trend line potentially coincides with the lowest low upon the wall st cheat sheet before entering depr¡¦
depression,watching ever movie set in the 1700s-1800s only because keira knightley is in it is the most effective form of self¡¦ https://t.co/DkVeUcziJA
depression,Why celebrities  CEOs and creatives are more prone to depression https://t.co/Gqm59DCltc
depression,Sometimes a break is necessary. Even though I_ve seen some encouraging things this week -- lots of people really do¡¦ https://t.co/jKOexL11WR
depression,RT @CarolynKylstra: Pilates teacher @SonjaRHerbert  founder of @BlackGPilates  explains how being outspoken about her history with depressi¡¦
depression,Saying XXX &amp; Peep are  the Tupac &amp; Biggie of this generation  doesn_t mean they_re anything close to them personall¡¦ https://t.co/WCS4nqGWqZ
depression,ive heard that nostalgia is a sign of depression .....
depression,RT @Bladyy47: thank you x for being there when nobody else was. you helped me with my depression &amp; anxiety &amp; i can_t thank you enough. so h¡¦
depression,RT @haniessa_: Homework School Overthinking Depression  Everything is killing me rn.
depression,RT @PriestPeyote: Post Diso Depression https://t.co/31x5yzEGGc
depression,RT @garrgoyyle: In honor of post spring break depression here_s TXST described by scenes from the office: A thread.
depression,RT @MoodTriggers: anxiety depression https://t.co/wHLzJEDVYc
depression,The whole album cleared my skin and cured my depression. prayforthewicked panicatthedisco
depression,RT @Jannah__7: You_re facing depression sickness  financial issues marital problems. You make Du_ Nothing happens. You think why is He tak¡¦
depression,RT @EmmaF_Resists: THREAD:  In this day  with the evil that_s spreading across the land  seemingly unchecked  a lot of us are grappling wit¡¦
depression,I never thought I_d get to a point in my depression to where music doesn_t even help me anymore.
depression,RT @ohjewels_: headaches  depression and a dash of anxiety
depression,RT @Cartterr5: Depression can really fuck you up
depression,RT @AgonizedQuotes: Over-thinking is one of the top causes of depression.
depression,More than money  corruption  and internal power struggles were at work in Cuba. Like the United States and the Amer¡¦ https://t.co/L2BpBTic3u
depression,I_m in a somewhat dissociative state because like  it doesn_t feel REAL that I_ve been on this stupid rock for 25 y¡¦ https://t.co/HLt6NMkiL9
depression,RT @mullakors: @xxxtentacion God said everyone has a mission. &amp; I believe X completed his. X music has gotten me and soo many people throug¡¦
depression,RT @Noahpinion: I just randomly met a guy in a store who recognized me  and told me that my post on depression 5 years ago caused him to se¡¦
depression,Everyday I pray for god to cure my depression and heal my heart 
depression,@fibroqueen18 It has been a tough week for me too. Humidity  rain  pain and fibro fog. Depression has been more tha¡¦ https://t.co/nZl57xZi5z
depression,Depression can turn up when you least expect it and be caused by so many triggers such as anxiety  fear  death of s¡¦ https://t.co/Wq6pOrmq4B
depression,21 Depression-Friendly Pastimes That Don_t Cost The Earth https://t.co/kSe3salzOZ When we have depression  it can b¡¦ https://t.co/k8ROweuBa7
depression,I_m a Fitness Instructor With Depression  and I Want You To Know About It https://t.co/CCEeRc6sVu
depression,@_melisaxoxo try to search how to cure depression instead of searching the symptom of depression .. stay strong 
depression,The Carbondale Rodeo Arena will host events Saturday and Sunday to benefit Patrick_s Place  a nonprofit that focuse¡¦ https://t.co/ouj28XMNZF
depression,Im Out My Depression Life Been Goin Smooth
depression,For example  it can lower blood sugar levels  reduce cortisol  boost brain function and help fight symptoms of anxi¡¦ https://t.co/O5IYj4kaI0
depression,What You NEED To Know About Depression https://t.co/D4GtCZwGtg https://t.co/3HbOHS0h8I
depression,@realDonaldTrump Your policies are going to cause an economic crash  and you_ve spent eighteen months pulling out t¡¦ https://t.co/kxv8biaClR
depression,As someone who has had their trust broken recently  this really speaks out to me! I wish I had the courage to say t¡¦ https://t.co/PtBAN7VTps
depression,MOM: Massage is a natural treatment for postpartum &amp; pregnancydepression  learn more  https://t.co/U8DkiJVSWQ¡¦ https://t.co/mqJCk4hUTd
depression,RT @DemetriusHarmon: i need somebody thats gone stick by my side like my depression
depression,If you see a seasonal park ranger curled up in the fetal position and crying softly to themselves  please leave the¡¦ https://t.co/1QMf4H5lGH
depression,RT @depressionnote: Depression is not caused by thoughts.  Depression causes you to have bad thoughts.   I wish people knew the difference.
depression,RT @ZwitscherMaus: Depression healthcare https://t.co/2QbQ6xNqm9
depression,@Eshy__ @JennyFlynn_1986 &lt;&lt; depression attack in there.  (For some reason this wouldn_t tweet and I had to go back and rewrite it).
depression,RT @TheLancetPsych: New research: Feedback-informed treatment versus usual psychological treatment for depression and anxiety: a multisit¡¦
depression,In a world that is going to shit  news that trigger my anxiety  depression  and hopelessness. Things like the weddi¡¦ https://t.co/vo7nC42P8B
depression,Mental health event to replace Frightened Rabbit set at Meltdown https://t.co/L23x9BshiK cbt cbtlondon¡¦ https://t.co/FCPX3P4twt
depression,The Canadian Human Rights Tribunal orders Transport Canada to give a BC man a job with top-secret security clearanc¡¦ https://t.co/J5kdiyfYZU
depression,RT @muftimenk: The choice is yours.. how you react to what life throws at you. You know you_ll be tested so what do you do Get angry  stre¡¦
depression,RT @LibtardJesus1: @realDonaldTrump You_re an idiot. You are setting us up for another great depression.
depression,The struggle was intense. Janet Jackson opens up about her battle with depression. https://t.co/yMUFIXdJGG
depression,whoever made the marecal depression hours playlist  i love you
depression,RT @Tikara_Jones: I_ve changed my attitude about my depression. I was diagnosed with depression but I_m no longer claiming it. I_m not depr¡¦
depression,depression brain depression can be a result of physical changes and situations  hence it needs to be treated.  Yo¡¦ https://t.co/ijAZZnGoly
depression,RT @itsrjhill: Listening to depressing songs when I_m depressed to increase my depression... https://t.co/5EEU9GgHzS
depression,Depression is bad enough today to where I literally am at work and I really feel like calling in .
depression,RT @Berkley_Berg: 1 year ago today I lost one of my greatest friends to suicide. that leads me to this: IF YOU ARE SUFFERING  GET HELP. The¡¦
depression,So I keep telling myself whenever I had my suicidal thoughts. Even how hard it is  seek for help and never do smtg¡¦ https://t.co/S56ri14GWB
depression,RT @eBargainsToday: A Friend_s Confession of His Battle with Depression.. https://t.co/ZzDltq4zj7  | https://t.co/TfZI7dUYeQ  @BitcoinRTs h¡¦
depression,@El_Soulero @ArrrrhBeeeee @KayaJones An oil pipeline and the mental wellbeing of Native American teenagers aren_t r¡¦ https://t.co/mV40Cek7qD
depression,My family be like: anxiety You_re overthinking it just drink some tea and take a nap. Depression You_re too young¡¦ https://t.co/HMAevyz9bZ
depression,RT @bonehugsnirony: depression: everything is terrible me: yeah  let_s buy stuff online anxiety: you can_t afford that me: okay guys  one a¡¦
depression,@cupcake_aisyah Promise-EXO End of The Day-Late SHINee Jonghyun Back 2 U(AM01:27)-NCT 127 Divine-Girls Generation L¡¦ https://t.co/LZxxPL4DfD
depression,https://t.co/hI59o2145D  depression mentalhealthawareness bipolar bulimia BPD BruisedMinds https://t.co/nQu4GjwUaa
depression,People come home from Forest depressed as fuck on some ~post festival depression~ like no Kyle  you Molly_d away a¡¦ https://t.co/dvmocXJoip
depression,Health tip: if you happen to be pregnant  breastfeeding is an interactive activity that also helps reduce the risk¡¦ https://t.co/kbXhIoVqt6
depression,Sticky situation in Grayling with @StatesideRadio. https://t.co/tdup901xxs
depression,RT @TakeThePresent: Do you know how much self-abuse one has to experience to abuse others Do you know how much suppressed depression and s¡¦
depression,Make people aware depression is a legal killer
depression,What It Feels Like When You Don_t Want Your Baby: Antenatal Depression |... https://t.co/YZXMV7JAF5 via @YouTube
depression,When I see the fog of depression lurking and itching to take over my life  I have two choices: I can let it  and s¡¦ https://t.co/4fjH12Sh6J
depression,Dealing with Suicidal Depression https://t.co/GZu6sJhLv8
depression,RT @Dr1ven_Ind: R/T to anyone you know going through the struggles of life! You don_t have to do this alone! SickNotWeak MentalHealthMatt¡¦
depression,Who you spend your time with can make all the difference. mentalhealth positivity gratitude depression anxiety¡¦ https://t.co/ChfF83ZqS0
depression,how do u get by I dk. it seems like the choices are unadulterated misery  addiction (another sort of misery)  or d¡¦ https://t.co/z24liEi065
depression,A @UH Psychology Doctoral  is helping people with anxiety and depression  creating personalized feedback to help th¡¦ https://t.co/XEbQrG1PDV
depression,Depression &amp; substance use can put people you care about at risk for Suicide. If you need to talk or are concerne¡¦ https://t.co/NdRwNS1Pg2
depression,RT @mradannscott: depression is wack who else is trying to be happy out here lol
depression,@ArvnDwight if you still cannot fight.. just enjoy the depression for a while.. let the time heal you.. stay strong..
depression,RT @SidAyaOfficial: Causes of insomnia:   Regret.  Self-blame.  Overthinking.  Anger.  Depression.  Loneliness.  and You.
depression, A surprising number of medications list... https://t.co/6U3z4SnC81
depression,RT @badboykeller: depression &amp; obsession don_t mix well
depression,RT @Molli269: @IAmJeffEmmerson I can relate to this a lot. Teenage which is usually a fun time for everyone but when I look at my teenage y¡¦
depression,RT @glosslike: why does this fandom either reduce yoongi to his depression or erase it completely like shit isn_t that black&amp;white you can¡¦
depression,RT @shyshai___: Why do I keep trusting these people na wala nay laing gibuhat kundi ang ipa disappoint ko ug ipatrigger akoang depression
depression,Good Morning from Depression Grove
depression,@Yooo_Marques @KButter_22 Preaching a positive message  helping kids with anxiety and depression  multiple charity¡¦ https://t.co/YvZzSWDaZq
depression,3/ Again  that_s because women who actually think logically about the long term consequences of such actions (like¡¦ https://t.co/LMurgARPMq
depression,RT @amansrivastav83: @ArvindKejriwal @anubhavsinha Sir  Practicing pranayama helps in curing depression Pranayama is a strongest method of¡¦
depression,@205RocknGaming @FanSidedDDT @Hopstradamus Oh same it doesn_t affect me honestly but my point is for a lot of peopl¡¦ https://t.co/GQjI4IEluA
depression,@msimmons444 @DandanHansen @Noodlz09 @Teemo28e Obama took all the credit for saving the usa from depression in 2008¡¦ https://t.co/mTQr2jwiLP
depression,I_ve been listening to these three songs all day fr fr no lie I felt his pain to Aquarius with depression ik how he¡¦ https://t.co/I4tzCnHoR9
depression,RT @praise1025: Janet Jackson Credits Relationship With God In Fight Against Lifelong Depression https://t.co/Yqq4HanPs1
depression,Tired of depression medication Consider Brainsway Deep TMS! https://t.co/fc6Koyio8K https://t.co/rliEeYj63n
depression,@2019nar not getting sun all day gives me winter depression and literally no energy
depression,RT @BlurtAlerts: Depression: Coping With Limited Energy https://t.co/D0ocs5QI0M
depression,RT @alyak_27: I handle my vodka a lot better than I handle my depression
depression,RT @NUBouve: It_s no surprise that exercise decreases depression and increases self-esteem  but did you know exercise can increase brain¡¦
depression,SouthernCharm so @KathrynDennis disappears because of depression People and thier problems! Take your pill so u can be normal.
depression,RT @DevilBallsackNM: If you see a seasonal park ranger curled up in the fetal position and crying softly to themselves  please leave them a¡¦
depression,and the British Royal Family tried to be strict on how much food she ate but she didn_t care  Queen Victoria was so¡¦ https://t.co/s8F9GHHZA8
depression,You know you_re in trouble when depression thinks it_s your closest friend.
depression,@alistertheirin yeah i want to be able to read them all in one go i love it but also. depression brain. i_ve loved¡¦ https://t.co/zINqRZ3q7m
depression,The Great Depression had left millions of people in the United States unemployed and fearful of competition for the¡¦ https://t.co/6jqXvmgGfT
depression,RT @iTARKAA: If Messi reads all that is said on Twitter  he_ll go through one hell of depression. We need to chill on him  for now.
depression,Fats and marks. Anxiety  trust issues  depression. All these scars.
depression,RT @hEnereyG: I know Evangelion says obvious things about depression/self-hate in the last two episodes  but sometimes you need this kind o¡¦
depression,A big part of depression is feeling really lonely  even if you_re in a room full of a million people. FoodForThought
depression,There needs to be more awareness for people suffering depression  anxiety  PTSD  etc.  Just because someone seems o¡¦ https://t.co/ranjNlB0lu
depression,Brooklyn Tankard Opens Up about Rape  Prostitution  Drugs and Depression on New Single _Controlla_¡¦ https://t.co/u2b7H5UhZz
depression,Elder abuse and neglect_s health impact: premature death  disability  depression  hospitalization  nursing home pla¡¦ https://t.co/NdbrN8VUCF
depression,There_s this thing right  called _depression_  and believe it or not  but it_s been around for a while!  But basica¡¦ https://t.co/x4BVS2jBaT
depression,RT @DarkFactionZA: Its Friday! Best we all behave this weekend! https://t.co/PPQRnx1wuf
depression,After traveling thousands of miles to New York from the U.S.-Mexico border  children are suffering from anxiety and¡¦ https://t.co/ZuIlJpMnew
depression,bts changed their hair  ptg are at kcon  and im having post concert depression oof im really feeling it huh
depression,RT @crisdaviss: I have this lowkey anxiety that I_m not living my fullest potential or that I_m lagging behind. People my age are already a¡¦
depression,RT @rakijapapi: I hate this. People don_t understand that anxiety attacks literally feel you_re about to die. I suffer from this and its te¡¦
depression,Having an anxiety attack at work is just the best 
depression,RT @Nootebooks: what anxiety feels like https://t.co/nxIej3CGNu
depression,RT @ghoulsglow: Do you guys ever feel like a fucking idiot for how much anxiety you get over little specific things that wouldn_t bother an¡¦
depression,Stalking is behaviour which is persistent and unwanted  causing its victim to feel fear  distress  or anxiety. Ther¡¦ https://t.co/GS6RkzvDJI
depression,RT @lenatheplug: my anxiety sucks the fun out of everything!! I hate u cunt!!
depression,Buying presale concert tickets literally gives me an anxiety attack but hey at least I_m seeing @PanicAtTheDisco 
depression,RT @avecsuju: One of the reason that I have an anxiety. Need to calm down myself before searching the word _Super Junior_ on naver and pray¡¦
depression,Can i win a Guinness world record for longest period of time a person can suffer with anxiety
depression,RT @wtfmvnny: my anxiety at an all time high rn
depression,reasons why i DIDNT WANNA GO FOR THE CAMPS THIS IS GIVING ME ANXIETY https://t.co/Msd3pkuqgK
depression,I think I might faint before I could even start buying Ideal Cut tickets due to my anxiety.  I wish all Carats best lf luck! -
depression,I graduated high school with a 4.6 gpa despite having depression and an anxiety disorder  got into my top pick scho¡¦ https://t.co/Usuat8DNLD
depression,RT @CynefinRoad: For children who need a little help with bringing anxiety under control we have this little piece of BookMagic - a story¡¦
depression,RT @Odarr_: An odd thing that gives me anxiety is telling me to save a seat for you  just stay put plixxx
depression,RT @heyshanmurphy: my anxiety has been destroying me lately  and I_ve been thinking about my comic for @sweatypalmszine  it_ll be kickstart¡¦
depression,RT @TragicAllyHere: Everyone thinks anxiety is cute when its like  ruh-roh I_m quirky I wanna stay home and watch netflix in a cozy hoodie ¡¦
depression,RT @ryanwashere: am i the only one that_s a psychopath about formatting   like a misaligned text box in a powerpoint deck gives me anxiety.
depression,FridayFact  Your submission makes us both better  not just you. Having your life in my hands actually helps my an¡¦ https://t.co/HPxRg2XK9X
depression,my exam is over  my flat is clean &amp; it_s the first time traveling without anxiety since months 
depression,RT @foxville_art: This is so upsetting  anxiety attacks aren_t a joke! I_ve called 911 twice in the past for serious panic attacks because¡¦
depression,RT @hyperoats: Bold of u to assume i_m not in a perpetual state of anxiety
depression,RT @ajplus: This ER doctor mocked a patient who said to have suffered an anxiety attack. Then she asked the patient if he wanted narcotics.¡¦
depression,mmm yes I love anxiety hitting me before a con this is fine I guess
depression,RT @chloehuttonv: This is so horrible. People who haven_t had an anxiety attack have no idea what it_s like. You literally feel like you_re¡¦
depression,RT @iiDonSouls: Having anxiety and depression is like being scared and tired at the same time. It_s the fear of failure but not wanting to¡¦
depression,Travelled a mere 145 miles away for work today - en route home now. My anxiety which only begun to manifest itself¡¦ https://t.co/RZhLP9VTy7
depression,Damn man that Aubrey brand is STRONG. Nicca got BODIED and had his entire rollout sabotaged and I_m STILL dying fro¡¦ https://t.co/oLFlM9QfQF
depression,It_s good for a person to spend time alone. It gives them an opportunity to discover who they are and to figure out¡¦ https://t.co/vYfYUneeAp
depression,@KellyPhelan @lolacoaster Whenever I feel anxious  I tell my mom I_m having  The anxiety 
depression,RT @jonnysun: i like it because i often get really anxious for no discernible reason AND because the source of a lot of my anxiety is becau¡¦
depression,It_s good for a person to spend time alone. It gives them an opportunity to discover who they are and to figure out¡¦ https://t.co/7F3QOM24Dq
depression,@Tomifonication I_m not really being sarcastic though. Like I genuinely hope things are well with her. I just felt¡¦ https://t.co/urrt5J9ECz
depression,RT @dunshinejoshua: my anxiety: something is wrong me: what is it my anxiety: something me: can you give me a general idea my anxiety: s o¡¦
depression,RT @OmarHayaKar: I don_t know If I_ll be a good father or no but I_ll never let my child suffer because of this education system which is n¡¦
depression,RT @TheRealHublife: Uh oh  Resisters  its Friday... and POTUS absolutely LOVES controlling the narrative going into the weekend. I can_t im¡¦
depression,I am convinced that this anxiety running through my life is the tension between what I  should be  and what I am.¡¦ https://t.co/g8nDbtcThl
depression,My anxiety and tension have been absolutely on high for a solid week now and I say this in all sincerity that it ev¡¦ https://t.co/ULNFOlUCFk
depression,Some Simple Ways to Turn Anxiety Into Excitement https://t.co/L3RSkEDJOz @greatist https://t.co/qDYbd79gIR
depression,RT @fancy4music: @MichaelAvenatti Now!! Immediately!! Not another minute!!! ONE Second more is too long!!! Heartbreaking Anxiety Familie¡¦
depression,Woke up twice in a pool of my own sweat  nice I love anxiety or whatever.
depression,Am I shaking because of anxiety or because my blood sugars low: a biography by me
depression,My neck  my back  my anxiety and deppression attack :_) https://t.co/RXHBj3Awm6
depression,By the sounds of it  I_ll have no anxiety attack about crowds at Beavertown_s thing in September because there_ll be so few people there....
depression,RT @FixOcd: It_s hard to explain OCD depression and anxiety to those who haven_t experienced it. It_s hard to explain how even if your life¡¦
depression,Anxiety and depression are no fucking joke
depression,and don_t ever call someone with anxiety dramatic. we aren_t intentionally acting like this. we aren_t looking for¡¦ https://t.co/po7dkM0OFh
depression,Sometimes it just felt like I grew out from working with my feelings and made myself anew..  and then  anxiety epis¡¦ https://t.co/HCvQzbBnhm
depression,Here_s a trailer for the film!  heydiddlediddlefilm social anxiety mentalhealth   https://t.co/LCiFn2b7EF
depression,@Orioneitan just thinking about it gives me anxiety HOOOO BOY
depression,RT @JohannLamont: Persistence and determination by @fightthehike57 has been amazing. An 18% rise still challenging for many. @GlasgowCC nee¡¦
depression,RT @depressionnote: If you have ever suffered from   depression  anxiety  an eating disorder  social anxiety  bipolar  any other ment¡¦
depression,Everyone wish me luck ! Cali dates tickets go on sale soon. This anxiety is gonna be the death of me
depression,Me to anxiety https://t.co/47tXInERsk
depression,RT @rainbowlouies: y_all are so mean what made you think that walking the fuck over peoples genuine feelings of anxiety towards someone i¡¦
depression,RT @DothTheDoth: What idiot called it a human skull instead of an anxiety goblet.
depression,The Thought Catalog article I needed  especially these past few days. https://t.co/3jO61atInY https://t.co/B1rLyL2UvC
depression,Woke up feeling some type of way this morning I_ll probably have an anxiety attack later
depression,we dedicate it to anxiety attacks  hangovers  worried depression and all the other necessary by-products of trying¡¦ https://t.co/jGkuIAAP0J
depression,RT @LifeOFCrys: CBD has helped with my pain. I am about 80% pain free after only a week of use. cbdoil hemp painmanagement painfree C¡¦
depression,RT @myresasworld: I have a resting bitch face  and I mind my business. Bad combo when you_re a sweet bitch on the inside with anxiety. It_s¡¦
depression,RT @RogueWolf2001: Think on this: Think of the absolute worst pain u have ever experienced. Imagine that pain lasting YEARS..affecting ever¡¦
depression,I_m on my way to the airport and my anxiety is killing me ahhh the things I do for @seokaleksandra 
depression,Imma put in so much mf work after this baby I cannot be this big for the rest of my life this is how depression and anxiety start
depression,this is such disrespect to the Medical Profession. everyone knows anxiety attacks should be managed carefully. fire¡¦ https://t.co/Xlr55RJ6Xt
depression,after three months of trying cig alternatives i think im ready to accept that cigarettes are the only one that actu¡¦ https://t.co/pRJKaHeuv0
depression,RT @speedprayers: LORD WE PRAY FOR EVERYONE SUFFERING DEPRESSION AND ANXIETY HIDE THEM UNDER THE SHAOW OF YOUR WING IN JESUS NAME AMEN PSAL¡¦
depression,@AFC1966 @glenoglaza1 @peltonboy @JohnJig @JIMBOGOON @LinekersWallet @GoonerReverend @HaasEugene2 @O2BAGoonerUSA¡¦ https://t.co/AK8wkpEa57
depression,RT @kayylove22: Jurassic World gave me anxiety and made me cry.
depression,RT @softroseshemmo: Just a little reminder :  Your anxiety  depression  stress  and overall mental health doesn_t define you as a person...¡¦
depression,RT @koreinkorein: yknow you hv social anxiety when they get you the wrong order but u just. eat the wrong order
depression,Also  now when she THINKS she_s home alone (because I_m usually in my room so she thinks I_m not here either) she s¡¦ https://t.co/cIsHQl0lry
depression,RT @flamingo_poet: Me to my anxiety: Let_s deal with each small thing as it appears  and then let it go. Anxiety: https://t.co/H6TTpuiMl0
depression,I love waking up angry and with anxiety  great way to start the day
depression,RT @joshuawhitman:  One of the mechanisms through which social anxiety arises is an excessive focus on one_s self  and one_sperceivedmist¡¦
depression,anxiety attacks literally feel like dying this is infuriating. I_m so tired of this stuff not being taken seriously¡¦ https://t.co/kQoR4oGTI8
depression,RT @boredmegane: Wanted to draw this little boy  it_s been months since I drew Jimin and this was really difficult for some reason ;;    ¡¦
depression,Idk drnking coffee gives me anxiety  i can hear my heartbeat my body is trembling  i can_t focus...  No antidote
depression,Trying to keep my sanity pencilsketch anxiety https://t.co/a1ve2HHDC9
depression,@SheRa_Marley Was someone who was supposed to be a good friend as well. Literally flabbergasted &amp; was so angry. She¡¦ https://t.co/i0UXAi09JB
depression,RT @saudgora: Me to anxiety https://t.co/47tXInERsk
depression,Some people just don_t understand what a person that suffers from depression and anxiety is going through. It_s eas¡¦ https://t.co/bxJhOwIFxG
depression,RT @Jayecane: anxiety fucking sucks. you unintentionally make yourself sad  you feel alone even when you_re not &amp; sometimes you dont even k¡¦
